Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId
0012e000003A6poAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6pvAAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6qUAAS,Business Organization,Services,Education,Not for profit,France,External,
0012e000003A6qVAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6qaAAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6qeAAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6qjAAC,Business Organization,Services,Education,University,Singapore,External,
0012e000003A6quAAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000003A6r1AAC,Business Organization,Services,Education,Multinational / Other Large Corporate,India,External,
0012e000003A6rLAAS,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Austria,External,
0012e000003A6rUAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United States of America,External,
0012e000003A6rnAAC,Business Organization,Health,Biotechnology (non-Pharma),Government: International,Bangladesh,External,
0012e000003A6rrAAC,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Australia,External,
0012e000003A6rsAAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6sDAAS,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,Australia,External,
0012e000003A6sGAAS,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),Australia,External,
0012e000003A6sHAAS,Business Organization,Services,Entertainment & Creative Industries,SME (small to medium enterprise),Australia,External,
0012e000003A6sNAAS,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003A6tsAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6tvAAC,Business Organization,Services,Community,Government: Australia: Federal,Australia,External,
0012e000003A6u0AAC,Business Organization,Manufacturing & R&D,Consumer Goods,Not for profit,Australia,External,
0012e000003A6uOAAS,Business Organization,Services,Education,University,Germany,External,
0012e000003A6uRAAS,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6ukAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6upAAC,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A6usAAC,Business Organization,Public Administration,,Not for profit,Australia,External,
0012e000003A6v1AAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6v8AAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6vGAAS,Business Organization,Services,Education,Government: International,Singapore,External,
0012e000003A6vMAAS,Business Organization,Technology: IT & Telephone Services,,Government: Australia: Federal,Australia,External,
0012e000003A6vzAAC,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6wDAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6wiAAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A6wrAAC,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),Australia,External,
0012e000003A6wwAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6xWAAS,Business Organization,Manufacturing & R&D,Food & Beverage,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003A6xhAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,0012e000003A6xeAAC
0012e000003A6xkAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A6xtAAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6xzAAC,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6y8AAC,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6y9AAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6yJAAS,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003A6yUAAS,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,0012e000003A75QAAS
0012e000003A6ylAAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6zCAAS,Business Organization,Technology: IT & Telephone Services,,University,Australia,External,
0012e000003A6zEAAS,Business Organization,Transportation & Logistics,,Large Australian Corporate,Australia,External,
0012e000003A6zKAAS,Business Organization,Health,Health Care & Healthy Aging,University,Switzerland,External,
0012e000003A6zOAAS,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),United States of America,External,
0012e000003A6zSAAS,Business Organization,Services,Education,University,Italy,External,
0012e000003A6zyAAC,Business Organization,Energy & Utilities,,Not for profit,India,External,0012e000003A6zGAAS
0012e000003A704AAC,Business Organization,Services,Engineering and Scientific,Not for profit,Australia,External,
0012e000003A70tAAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A70uAAC,Business Organization,Transportation & Logistics,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A71LAAS,Business Organization,Transportation & Logistics,,SME (small to medium enterprise),Australia,External,
0012e000003A739AAC,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,Australia,External,
0012e000003A742AAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Japan,External,
0012e000003A75QAAS,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,0012e000003A6yDAAS
0012e000003A75fAAC,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A6y8AAC
0012e000003A75kAAC,Business Organization,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,Australia,External,
0012e000003A75qAAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,0012e000003A6xpAAC
0012e000003A75rAAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A75vAAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A76GAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United States of America,External,
0012e000003A76MAAS,Business Organization,Services,Education,University,Australia,External,
0012e000003A76RAAS,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A76eAAC,Business Organization,Health,Pharmaceuticals,Large Australian Corporate,Australia,External,
0012e000003A76jAAC,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A76kAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A76lAAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Germany,External,
0012e000003A76oAAC,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),United States of America,External,
0012e000003A771AAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A773AAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A77VAAS,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A77YAAS,Business Organization,Public Administration,,Government: International,France,External,
0012e000003A77cAAC,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A77oAAC,Business Organization,Services,Education,University,Japan,External,
0012e000003A77uAAC,Business Organization,Services,Education,Not for profit,Hong Kong,External,
0012e000003A77vAAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A77wAAC,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Multinational / Other Large Corporate,Chile,External,
0012e000003A78ZAAS,Business Organization,Mining & Refining,,Large Australian Corporate,Australia,External,
0012e000003A78dAAC,Business Organization,Energy & Utilities,,Multinational / Other Large Corporate,Australia,External,
0012e000003A78wAAC,Business Organization,Mining Equipment and Technology Services,,SME (small to medium enterprise),Australia,External,
0012e000003A797AAC,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),New Zealand,External,
